Order	Subject	Home	Guanhua	Guanhua.num	Geo	Geo.num	Sex	Sex.num	Age	Num_Chinese	Num_ProfLangs	Num_Langs	English	Canto	stim_order	stim_PY	stim_Pho	stim_SyStruct	stim_PYLen	stim_SegLen	stim_Freq	stim_HD	stim_PND	stim_NF	stim_C	resp_order	Response	resp_Key
10222	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	9	kang2	KaN2
10223	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	10	kai1	KaI1
10224	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	11	ru4	ru4
10225	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	12	lu4	lu4
10226	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	13	tu2	Tu2
10227	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	14	du2	tu2
10228	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	15	hu2	xu2
10229	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	16	ru2	ru2
10230	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	17	lu2	lu2
10231	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t4	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	18	wu2	u2
10232	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
10233	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	wai1	uaI1
10234	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	wai3	uaI3
10235	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	ai4	aI4
10236	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	cai4	caI4
10237	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	cai1	caI1
10238	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	6	cai3	caI3
10239	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	7	nai3	naI3
10240	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	8	pai4	PaI4
10241	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	9	pai1	PaI1
10242	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	10	chuai1	CuaI1
10243	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	11	chuai3	CuaI3
10244	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	12	lai2	laI2
10245	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	13	lai3	laI3
10246	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	14	ai1	aI1
10247	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	15	sai4	saI4
10248	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t5	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	16	suo3	suo3
10249	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	0	ceng1	c@N1
10250	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	1	cang1	caN1
10251	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	2	cu1	cu1
10252	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	3	cheng1	C@N1
10253	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	4	cheng3	C@N3
10254	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	5	weng1	u@N1
10255	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	6	yang1	iaN1
10256	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	7	eng1	@N1
10257	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	8	gong3	koN3
10258	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	9	feng2	f@N2
10259	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	10	feng1	f@N1
10260	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	11	ping2	PiN2
10261	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	12	yong1	ioN1
10262	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	13	chong2	CoN2
10263	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	14	dong4	toN4
10264	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	15	cang1	caN1
10265	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	16	cai4	caI4
10266	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	17	can3	can3
10267	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	18	ca1	ca1
10268	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	19	sa1	sa1
10269	105	Jilin	Yes	1	North	1	M	0	21	2	1	3	8	7	t6	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	20	sang1	saN1
10270	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	0	du2	tu2
10271	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	1	du1	tu1
10272	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	2	du3	tu3
10273	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	3	du4	tu4
10274	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	4	cu1	cu1
10275	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	5	cu4	cu4
10276	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	6	bu4	pu4
10277	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	7	bu3	pu3
10278	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	8	fu1	fu1
10279	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	9	fu2	fu2
10280	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	10	fu3	fu3
10281	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	11	fu4	fu4
10282	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	12	gu1	ku1
10283	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	13	gu3	ku3
10284	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	14	gu4	ku4
10285	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	15	hu1	xu1
10286	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	16	hu2	xu2
10287	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	17	hu3	xu3
10288	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	18	ku1	Ku1
10289	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	19	ku3	Ku3
10290	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	20	ku4	Ku4
10291	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	21	lu4	lu4
10292	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	22	pu1	Pu1
10293	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	23	pu2	Pu2
10294	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t1	du2	tu2	CV	2	2	3.81	8	20	4.81	0.44	24	pu3	Pu3
10295	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	0	ceng1	c@N1
10296	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	1	cang1	caN1
10297	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	2	cong2	coN2
10298	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	3	cong1	coN1
10299	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	4	beng1	p@N1
10300	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	5	deng1	t@N1
10301	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	6	deng3	t@N3
10302	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	7	feng1	f@N1
10303	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	8	feng2	f@N2
10304	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	9	feng4	f@N4
10305	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	10	heng1	x@N1
10306	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	11	heng3	x@N3
10307	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	12	heng4	x@N4
10308	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	13	keng1	K@N1
10309	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	14	leng3	l@N3
10310	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t2	ceng1	c@N1	CVN	4	3	1.11	1	18	3.42	0.61	15	leng4	l@N4
10311	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	0	wai4	uaI4
10312	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	1	wai1	uaI1
10313	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	2	wei1	ueI1
10314	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	3	wei2	ueI2
10315	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	4	wei3	ueI3
10316	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	5	wei4	ueI4
10317	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	6	bai2	paI2
10318	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	7	bai3	paI3
10319	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	8	bai4	paI4
10320	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	9	cai1	caI1
10321	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	10	cai2	caI2
10322	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	11	cai3	caI3
10323	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	12	cai4	caI4
10324	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	13	dai1	taI1
10325	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	14	dai3	taI3
10326	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	15	dai4	taI4
10327	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	16	dai1	taI1
10328	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	17	hai1	xaI1
10329	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	18	hai2	xaI2
10330	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	19	lai2	laI2
10331	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	20	lai4	laI4
10332	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t3	wai4	uaI4	GVV	3	3	3.61	1	29	4.78	0.35	21	sai4	saI4
10333	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	0	ye1	iE1
10334	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	1	bie1	piE1
10335	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	2	que1	QyE1
10336	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	3	tie1	TiE1
10337	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	4	bie2	piE2
10338	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	5	die4	tiE4
10339	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	6	ya2	ia2
10340	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	7	yong4	ioN4
10341	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	8	yong3	ioN3
10342	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	9	yong1	ioN1
10343	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	10	yu1	y1
10344	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	11	yu2	y2
10345	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	12	yu3	y3
10346	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	13	yu4	y4
10347	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	14	yi2	i2
10348	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	15	yi3	i3
10349	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t4	ye1	iE1	GV	2	2	2.09	2	18	5.37	0.3	16	yi4	i4
10350	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	0	an3	an3
10351	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	1	ang2	aN2
10352	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	2	an1	an1
10353	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	3	an4	an4
10354	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	4	ban1	pan1
10355	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	5	ban3	pan3
10356	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	6	ban4	pan4
10357	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	7	can1	can1
10358	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	8	can2	can2
10359	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	9	can3	can3
10360	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	10	can4	can4
10361	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	11	dan1	tan1
10362	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	12	dan3	tan3
10363	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	13	dan4	tan4
10364	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	14	fan1	fan1
10365	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	15	fan2	fan2
10366	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	16	fan3	fan3
10367	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	17	fan4	fan4
10368	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	18	gan1	kan1
10369	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	19	gan3	kan3
10370	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	20	gan4	kan4
10371	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	21	han1	xan1
10372	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	22	han3	xan3
10373	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	23	han4	xan4
10374	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	24	kan1	Kan1
10375	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	25	kan3	Kan3
10376	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t5	an3	an3	VN	2	2	2.02	2	23	3.64	0.55	26	kan4	Kan4
10377	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	0	guo4	kuo4
10378	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	1	guo1	kuo1
10379	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	2	guo3	kuo3
10380	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	3	cuo1	cuo1
10381	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	4	cuo2	cuo2
10382	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	5	cuo3	cuo3
10383	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	6	cuo4	cuo4
10384	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	7	duo1	tuo1
10385	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	8	duo3	tuo3
10386	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	9	duo4	tuo4
10387	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	10	guo1	kuo1
10388	106	Jiangsu	Yes	1	South	0	F	1	20	3	1	4	8	5	t6	guo4	kuo4	CGV	3	3	5.05	1	22	4.29	0.55	11	guo3	kuo3
